genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label
['new orleans jazz'],0.579,0.295,0.766,176.622,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.709,0.52,0.961,101.64,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.668,0.151,0.609,122.072,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.615,0.354,0.935,175.153,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.775,0.302,0.925,99.515,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.686,0.269,0.832,143.971,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.795,0.425,0.92,108.781,1,0.0,,Mainstream / Party
['new orleans jazz'],0.613,0.167,0.725,88.744,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.54,0.254,0.473,183.916,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.537,0.157,0.521,175.949,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.715,0.404,0.871,101.018,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.617,0.39,0.53,102.556,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.74,0.319,0.89,95.699,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.671,0.341,0.626,164.49,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.656,0.295,0.846,98.965,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.61,0.393,0.88,95.215,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.596,0.252,0.54,166.735,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.536,0.115,0.313,78.728,0,0.0,0.0,Instrumental / Acoustic
['new orleans jazz'],0.614,0.196,0.899,201.119,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.576,0.234,0.322,83.026,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.712,0.331,0.707,98.211,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.819,0.366,0.943,106.524,1,0.0,,Mainstream / Party
['new orleans jazz'],0.677,0.493,0.963,104.383,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.665,0.366,0.854,183.755,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.791,0.401,0.928,107.604,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.757,0.328,0.738,100.939,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.802,0.383,0.96,107.059,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.683,0.254,0.841,142.575,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.61,0.215,0.818,180.075,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.73,0.389,0.925,99.4,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.671,0.341,0.626,164.49,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.673,0.485,0.961,102.758,2,0.0,,Happy / Dance
['new orleans jazz'],0.731,0.249,0.832,78.711,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.596,0.252,0.54,166.735,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.564,0.265,0.739,189.522,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.757,0.382,0.907,101.399,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.61,0.18,0.786,96.489,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.75,0.329,0.887,96.055,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.748,0.164,0.913,99.143,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.676,0.0337,0.551,114.371,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.562,0.162,0.683,186.162,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.578,0.169,0.369,109.418,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.65,0.324,0.766,101.437,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.786,0.39,0.899,117.542,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.809,0.349,0.958,107.197,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.665,0.366,0.854,183.755,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.809,0.349,0.958,107.197,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.578,0.169,0.369,109.418,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.75,0.329,0.887,96.055,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.747,0.278,0.909,96.085,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.65,0.324,0.766,101.437,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.747,0.278,0.909,96.085,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.791,0.401,0.928,107.604,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.576,0.234,0.322,83.026,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.786,0.39,0.899,117.542,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.673,0.485,0.961,102.758,2,0.0,,Happy / Dance
['new orleans jazz'],0.714,0.181,0.797,92.418,0,0.0,0.0,Instrumental / Acoustic
['new orleans jazz'],0.564,0.265,0.739,189.522,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.718,0.37,0.539,101.563,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.718,0.37,0.539,101.563,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.802,0.383,0.96,107.059,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.724,0.295,0.582,97.628,0,0.0,0.0,Instrumental / Acoustic
['new orleans jazz'],0.713,0.316,0.869,174.84,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.492,0.0967,0.557,61.314,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.638,0.258,0.734,138.65,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.576,0.267,0.732,179.979,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.666,0.219,0.811,145.874,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.729,0.269,0.709,79.694,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.757,0.338,0.846,108.481,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.611,0.32,0.629,106.222,0,0.0,0.0,Instrumental / Acoustic
['new orleans jazz'],0.744,0.237,0.621,77.855,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.699,0.368,0.939,98.849,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.579,0.164,0.366,109.72,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.782,0.409,0.907,106.03,1,0.0,,Mainstream / Party
['new orleans jazz'],0.588,0.207,0.365,83.716,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.607,0.36,0.519,101.901,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.8,0.337,0.698,117.917,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.794,0.269,0.747,128.424,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.796,0.397,0.871,117.474,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.682,0.196,0.569,122.62,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.616,0.391,0.934,176.146,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.644,0.272,0.608,103.509,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.615,0.381,0.885,182.841,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.569,0.122,0.408,108.916,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.703,0.228,0.453,84.776,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.683,0.164,0.334,121.418,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.75,0.329,0.887,96.055,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.802,0.383,0.96,107.059,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.671,0.341,0.626,164.49,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.578,0.169,0.369,109.418,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.673,0.485,0.961,102.758,2,0.0,,Happy / Dance
['new orleans jazz'],0.596,0.252,0.54,166.735,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.576,0.234,0.322,83.026,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.665,0.366,0.854,183.755,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.763,0.242,0.786,146.962,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.666,0.336,0.85,183.833,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.783,0.3,0.925,99.102,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.583,0.288,0.768,177.647,0,0.0,,Instrumental / Acoustic
['new orleans jazz'],0.671,0.324,0.57,164.628,0,0.0,,Instrumental / Acoustic
